Clean Technology CAD,Consumer Products & Services CAD,Financial Services CAD,Technology CAD,Industrial Products & Services CAD,Life Sciences CAD,Oil & Gas CAD,Real Estate CAD,Mining CAD,Utilities & Pipelines CAD,Comm & Media CAD,Technology US,Health Care US,Consumer Services US,Capital Goods US,Consumer Durables US,Finance US,Consumer Non-Durables US,Public Utilities US,Basic Industries US,Energy US,Transportation US,Fixed Income ETF US,Fixed Income ETF CAD,
5792.032978853466,13339.40379605232,12830.893625001188,8918.302421163557,14980.234435884175,23677.242398066657,55634.69098438916,11069.280818398496,78447.35056858807,15683.904010996068,211326.58867431895,6350.539266757765,20186.756916019527,12726.435205290596,23531.53835764881,8563.437882364748,19431.152213520727,9845.890048593988,12881.666732026992,17540.39861949867,10445.183696273376,13599.553872999288,114270.76171094272,290255.1455800853,
5774.122731981442,13298.155409521167,12791.217664375365,8890.72505780503,14933.91223814686,23604.027128377,55462.656216317715,11035.05215414933,78204.77401208894,15635.405911316793,210673.1201275067,6330.901994930518,20124.334999357194,12687.082253199376,23458.773637074402,8536.957838638069,19371.06679369963,9815.444379156512,12841.83376972583,17486.159827928263,10412.884878344175,13557.501044898327,113917.4112448854,289357.61248036113,
5843.0458551016345,13456.889548905729,12943.900714400592,8996.849670361818,15112.171675923435,23885.77785371069,56124.68916234386,11166.77264114999,79138.26945685453,15822.038765636133,213187.83103176914,6406.471143338407,20364.550194505417,12838.522285350064,23738.790536383014,8638.859689966132,19602.290562844122,9932.606953079125,12995.121001584883,17694.88430481622,10537.178832563648,13719.330877254351,115277.19248356207,292811.5450128803,
5843.950928126615,13458.973987062278,12945.905691884107,8998.24325962132,15114.512513094995,23889.477700289368,56133.38273474701,11168.502345989595,79150.52777464036,15824.489559424524,213220.85328761066,6407.463489515545,20367.70461182542,12840.510939981436,23742.467614997993,8640.197827483082,19605.326908075054,9934.145488775042,12997.13391296134,17697.625197641908,10538.811014914641,13721.455966908909,115295.04862912378,292856.9007806367,
5875.79404885149,13532.310628449917,13016.44667398843,9047.273812744012,15196.870023035006,24019.649142832335,56439.24808254026,11229.358429980257,79581.81130907848,15910.715665298383,214382.6729975641,6442.377135428428,20478.686255035565,12910.477636324315,23871.838013871824,8687.277425838905,19712.15442926107,9988.275682198646,13067.954032664238,17794.057837587563,10596.235972032164,13796.222847098199,115923.28014537547,294452.64957479364,
5941.111305236142,13682.740237698728,13161.141770098588,9147.846279766518,15365.803421191265,24286.6594512754,57066.645300093325,11354.187666251659,80466.46885997514,16087.584406056365,216765.8211985032,6513.992715481587,20706.334057089225,13053.994745809276,24137.205205260998,8783.848054793989,19931.28121179382,10099.308635047339,13213.221701489565,17991.86242846294,10714.027211129931,13949.586191243976,117211.92139917935,297725.88193207415,
5931.3631902596,13660.289736743847,13139.547102601879,9132.836586673524,15340.591367290725,24246.81014757383,56973.01092915995,11335.557830662092,80334.4402966469,16061.188061260254,216410.15404475614,6503.304622516402,20672.35931486325,13032.575884059761,24097.601124565535,8769.43560628471,19898.578168389948,10082.737792203296,13191.541581771364,17962.341563664424,10696.447744301247,13926.69785216378,117019.60127122387,297237.3763344752,
5982.411599015405,13777.85732312082,13252.632905956712,9211.438547170921,15472.6205068921,24455.490856499295,57463.350410434155,11433.117560365543,81025.84043753975,16199.419032279113,218272.69283191484,6559.27545788506,20850.276433475214,13144.741037251371,24304.99766272751,8844.909948190207,20069.835722415206,10169.51509847907,13305.074876763541,18116.93485443764,10788.506958881619,14046.558285890607,118026.73306311022,299795.5564016718,
6020.373724728193,13865.286404703784,13336.72911165479,9269.890858974553,15570.803915884819,24610.67616979589,57827.99114035617,11505.667808527523,81539.99983459302,16302.214430355487,219657.76894508596,6600.898143886476,20982.584416972077,13228.152601878639,24459.22800302595,8901.036407865224,20197.191323767467,10234.047002413949,13389.503859412092,18231.89808408031,10856.966751499993,14135.692442351648,118775.68615733545,301697.9458330724,
6092.220140614732,14030.753064909048,13495.888032700896,9380.516621481811,15756.624016924961,24904.377018977626,58518.1034309417,11642.975064226363,82513.08838480074,16496.763096499588,222279.13833873603,6679.672468364439,21232.988055570815,13386.015783916906,24751.121488001987,9007.260305719603,20438.222175660783,10356.178888366096,13549.292587950064,18449.47536284118,10986.532486811517,14304.386095685146,120193.14090932498,305298.37282972306,
6090.424164897463,14026.61682373293,13491.909468789829,9377.751261780622,15751.978992046117,24897.035252700727,58500.85239759804,11639.542735779674,82488.76367235182,16491.899879929762,222213.6108420767,6677.703312740446,21226.728608263802,13382.069610150364,24743.824901184435,9004.604981319822,20432.197023928835,10353.125905155066,13545.298280470608,18444.03649015056,10983.293676475074,14300.16918797575,120157.70818406668,305208.37140963826,
6182.020185562495,14237.568023462507,13694.819017460783,9518.786545220531,15988.878517301906,25271.470479831216,59380.6671921104,11814.593892824323,83729.34106029684,16739.927334390824,225555.55911031936,6778.1316300576555,21545.96480916087,13583.327238743273,25115.955944214827,9140.028387246643,20739.483986242944,10508.830189237917,13749.01076216652,18721.42281034077,11148.475274229599,14515.234437454532,121964.80201265815,309798.50693023193,
6167.528121190595,14204.191918871778,13662.715240247944,9496.47233995833,15951.396941740511,25212.22839294486,59241.4653736815,11786.897791860027,83533.06040057067,16700.685129216945,225026.8054692846,6762.2421445892305,21495.456156714496,13551.484823671875,25057.078418846115,9118.60207743641,20690.865908665237,10484.195096015239,13716.779947152263,18677.535528132496,11122.340707134526,14481.207419501392,121678.8887175186,309072.268618161,
6185.948196508676,14246.614471284498,13703.520606487004,9524.834713395607,15999.03773515432,25287.527789527925,59418.39723887844,11822.100800395427,83782.54207846391,16750.563763233513,225698.87548240542,6782.4384059073545,21559.654959480034,13591.95798669909,25131.91444109957,9145.835895225566,20752.661704475955,10515.507423988993,13757.746784235664,18733.31826708788,11155.558934844728,14524.457312509174,122042.29756637273,309995.35066250816,
6254.852851228647,14405.306076821451,13856.162744093475,9630.930889170526,16177.24940715228,25569.203017917727,60080.2527888602,11953.785992032772,84715.78738703864,16937.14660806268,228212.91255348502,6857.987305069213,21799.8057874005,13743.357439505766,25411.856308054288,9247.710441288156,20983.823515703913,10632.638603436015,13910.992941781496,18941.98681489136,11279.819583688764,14686.24378150648,123401.71444280064,313448.3576912854,
6295.516585889196,14498.957127924405,13946.243732190345,9693.543012513184,16282.420127083886,25735.432234133117,60470.843505517114,12031.499344102042,85266.53740175552,17047.25753344469,229696.5588586676,6902.572107096004,21941.52958798779,13832.70506343194,25577.06258975598,9307.831191135736,21120.242493400372,10701.762978572468,14001.430389200945,19065.131506557933,11353.15137925289,14781.721250680517,124203.96746011554,315486.1323840089,
6284.990223556181,14474.714276031762,13922.925039799222,9677.335010413868,16255.195251797204,25692.40153430136,60369.7337712105,12011.3821829799,85123.9682487198,17018.753818597288,229312.49677699307,6891.030722995467,21904.842449222808,13809.576212358816,25534.29669047499,9292.268115045676,21084.928580393615,10683.869191275173,13978.019422452395,19033.25382353913,11334.168443792525,14757.005605559505,123996.29332458651,314958.62661141524,
11836.151744560728,12163.984718200683,10071.011689382805,12730.61663370378,52295.84586290091,64313.83491995418,97790.06873322479,72171.74593975827,91243.32993887007,88539.84174480599,11526.660025520088,14164.543629152817,15219.701174300348,4476.276997990848,12535.733501595954,10772.744446423469,9622.078538977767,9329.34636588241,10583.33766969816,8718.979141328304,16699.018655703465,15714.524748292697,153595.4754405418,281417.1193003671,
11924.587801854359,12254.870241863557,10146.259167278346,12825.735855415252,52686.58421441586,64794.36796080235,98520.72581737493,72710.9908562357,91925.07181986985,89201.3839999491,11612.783656614083,14270.376708937516,15333.418064222862,4509.722352325579,12629.396616947131,10853.235053981905,9693.971727517523,9399.052350355314,10662.413088526358,8784.124651078873,16823.788547341755,15831.938806592589,154743.0932270698,283519.780792291,
11983.930614616795,12315.856708001846,10196.752112444074,12889.563239141671,52948.779449511705,65116.81768483896,99011.01504854573,73072.83772154049,92382.53772274421,89645.29544718888,11670.57477339197,14341.393360176076,15409.724949820351,4532.165024023045,12692.246916781016,10907.246270669411,9742.213860386966,9445.826814432363,10715.474678077468,8827.838922222887,16907.51227434257,15910.726584910582,155513.17354852345,284930.71939625574,
12115.263880595885,12450.827589994398,10308.499484852346,13030.821436612854,53529.05117824061,65830.44033601519,100096.08808446351,73873.65130607715,93394.96851767605,90627.72849101674,11798.473936874549,14498.56232996179,15578.601887661673,4581.833538778559,12831.342702112146,11026.780029803336,9848.979896114077,9549.344710630725,10832.90679039892,8924.58421844304,17092.803634746695,16085.09405696086,157217.46020051636,288053.30773220956,
12198.100461429316,12535.958545148711,10378.982543188038,13119.918026162904,53895.0492793604,66280.54762595451,100780.48239674911,74378.75303132126,94033.54477447894,91247.38409496278,11879.144506629811,14597.694411792709,15685.118603043004,4613.161244723804,12919.07538110458,11102.17424030289,9916.321047518792,9614.637144441878,10906.975417202924,8985.604931594808,17209.673512606096,16195.073848337655,158292.4146529064,290022.8357049773,
12231.311716300355,12570.089672008355,10407.240962245483,13155.639074930441,54041.787062309784,66461.0068841118,101054.87317566489,74581.26093259033,94289.56595021917,91495.81950825322,11911.487353543318,14637.43894014551,15727.823815486146,4625.7213047384075,12954.249604053206,11132.401662964578,9943.319797589227,9640.814512443256,10936.671380242275,9010.06966005784,17256.52956655333,16239.16749446995,158723.39074986614,290812.46867655974,
12431.383664454093,12775.703132565848,10577.475931520852,13370.83057687059,54925.76793615643,67548.13338632029,102707.8639435921,75801.21333971115,95831.89416388821,92992.44941038737,12106.327820004171,14876.868773401542,15985.089464826891,4701.385885489948,13166.146906261498,11314.49834564261,10105.96624215397,9798.512769672923,11115.56643255676,9157.450597744704,17538.80080359096,16504.7973755794,161319.68612206017,295569.3924231746,
12611.81073789714,12961.1276025689,10730.995690724774,13564.892629462985,55722.95156694317,68528.51596901564,104198.5491167894,76901.37977777407,97222.78263400555,94342.1266428094,12282.03708597681,15092.78921856133,16217.094444217144,4769.621032867056,13357.238213467348,11478.715127867563,10252.642586686703,9940.72678468893,11276.895949465048,9290.36034103215,17793.35609575372,16744.34531075907,163661.05371567566,299859.2383416735,
12620.264339464537,12969.815348594699,10738.188596158903,13573.985074630227,55760.302240886514,68574.45011614538,104268.39261796781,76952.9261923322,97287.9503315505,94405.36345838124,12290.269642753836,15102.905801282559,16227.964640246988,4772.818073853262,13366.191469446534,11486.409223998031,10259.514855644904,9947.389978838804,11284.454767723184,9296.587599462586,17805.28284807393,16755.56891906606,163770.75448497562,300060.2317263606,
12525.746740442777,12872.679839105303,10657.766524429553,13472.324725536013,55342.693722810116,68060.87193704597,103487.48994754668,76376.5986586328,96559.32664889659,93698.32848281736,12198.22349009675,14989.79482704368,16106.427704605336,4737.0727603816895,13266.087359756324,11400.383464788001,10182.677739939547,9872.890476130857,11199.941516476967,9226.962184704124,17671.932821526494,16630.080569386933,162544.21769560763,297812.97509988875,
12600.332058606971,12949.330991433453,10721.22884117732,13552.546499685499,55672.23514695945,68466.14452423366,104103.7124789212,76831.38774460884,97134.2950119863,94256.26085891914,12270.858551215246,15079.052468887996,16202.334404599347,4765.279947252173,13345.08108101102,11468.2677391179,10243.311111724455,9931.679200876895,11266.632247076657,9281.904690288491,17777.16141662607,16729.105392103418,163512.09709184623,299586.32051086787,
12710.506029498974,13062.556516688288,10814.972430535152,13671.046381801616,56159.01844648243,69064.79438352432,105013.96780672166,77503.18107811743,97983.61159677863,95080.4126742807,12378.15169290019,15210.899715457297,16344.003331320644,4806.946294754672,13461.766940378224,11568.543239016983,10332.875914859145,10018.519177005834,11365.144699563369,9363.063209953983,17932.6002142187,16875.38026501519,164941.8036219358,302205.82406062237,
12813.39885741414,13168.299228794667,10902.52072283915,13781.714880720414,56613.63136334725,69623.88085789504,105864.06646472543,78130.57714362744,98776.79881238875,95850.09820188227,12478.354078949142,15334.033482376184,16476.30968626132,4845.859009697394,13570.741301116954,11662.191762998547,10416.521587258725,10099.620099915752,11457.146691859285,9438.85815072068,18077.766421105414,17011.988169813107,166277.02415341596,304652.2106779502,
13089.739686018554,13452.294034598313,11137.650499407595,14078.93894688022,57834.5921697144,71125.4278823048,108147.18932477498,79815.584273076,100907.07374837209,97917.25429790876,12747.469147024996,15664.73570787631,16831.64687054087,4950.367478444942,13863.415394669959,11913.705024311395,10641.170038355154,10317.434078709179,11704.237838049488,9642.421772791215,18467.64150481396,17378.878091789935,169863.04618736234,311222.5083227627,
13134.641502112143,13498.439523146384,11175.856051728337,14127.234019398808,58032.982533750896,71369.40988339533,108518.1673062001,80089.37617210513,101253.21591595325,98253.1404690883,12791.196870343265,15718.470548964176,16889.384574304415,4967.348755035969,13910.971155396463,11954.572681333353,10677.672510638327,10352.826037500745,11744.386958469433,9675.498232638703,18530.991171226135,17438.492966241865,170445.72845942836,312290.09684385604,
13191.7910099884,13557.171935121329,11224.48278229799,14188.702348909857,58285.48705714135,71679.9418953729,108990.33549260895,80437.84921064341,101693.77392125204,98680.64499018257,12846.852032775441,15786.862431323227,16962.871164448436,4988.96194765751,13971.498513945522,12006.587648433848,10724.131618726558,10397.87172169978,11795.487396564902,9717.59682835325,18611.62047699931,17514.36875554027,171187.3466832299,313648.8872871571,
13302.939653146379,13671.399128722805,11319.055689832521,14308.250559843433,58776.576765680395,72283.8878097132,109908.64354480321,81115.5856750507,102550.60412576354,99512.08780096605,12955.094360994037,15919.876086378452,17105.793388774495,5030.996903398474,14089.216654077742,12107.75025213719,10814.488771714088,10485.479942048523,11894.871355765179,9799.473330293731,18768.434389638118,17661.937673322,172629.70134873732,316291.5647085611,
13417.122821546782,13788.744896627186,11416.210580079656,14431.062616861476,59281.07396237689,72904.32235648349,110852.02278892149,81811.82536496322,103430.8270844301,100366.23025184651,13066.291867683069,16056.521214408825,17252.61760492968,5074.179476695858,14210.148676607201,12211.674747176361,10907.312810970167,10575.479998667499,11996.968646629399,9883.585183965377,18929.529558104667,17813.535444657704,174111.43446742825,319006.39120092994,
13231.955676228492,13598.449066143294,11258.65764182444,14231.902282398227,58462.94720129605,71898.18375048999,109322.17522878591,80682.75601398575,102003.39802651186,98981.09510854684,12885.966473243878,15834.92823679666,17014.5175298493,5004.151696446014,14014.0371331718,12043.14376012608,10756.783073472532,10429.52982233169,11831.40077739875,9747.183715605408,18668.286741957563,17567.69424977676,171708.55586846126,314603.84502298885,
13178.468000931363,13543.479910714432,11213.146650179471,14174.372512289568,58226.621807429,71607.5489568889,108880.26103601711,80356.61125040356,101591.06860474337,98580.98277403897,12833.877393785368,15770.91853780676,16945.73956450221,4983.923360769382,13957.38804167525,11994.461631893479,10713.300814738159,10387.370422898333,11783.57458007944,9707.782571103511,18592.82372771838,17496.6801722856,171014.45654506868,313332.11855098687,
12976.775559175585,13336.201072774447,11041.53285353175,13957.438055100944,57335.48108252071,70511.61721457707,107213.88177965673,79126.77777255405,100036.24822000504,97072.2308367899,12637.458806392364,15529.549429622339,16686.39017807274,4907.645930639704,13743.774465767987,11810.89004725165,10549.337006468788,10228.394880075899,11603.23055758004,9559.207913513443,18308.266219477413,17228.898807538288,168397.13233760578,308536.6658423265,
12990.260059029442,13350.059060885345,11053.006393123374,13971.941586471741,57395.0598494303,70584.88764201796,107325.29047025146,79209.0004339883,100140.19844772934,97173.10107813479,12650.590713517586,15545.686582188424,16703.72943349036,4912.745591224317,13758.055973830602,11823.163045608588,10560.299092749263,10239.023467172643,11615.28777164254,9569.141131293543,18327.290807830286,17246.801797567896,168572.11811092382,308857.27419426176,
13099.011947167322,13461.82311510952,11145.53997669984,14088.911918210773,57875.559939501516,71175.81036182401,108223.796576407,79872.12252050287,100978.55238446387,97986.6150624922,12756.498957071053,15675.831995792945,16843.56975282051,4953.874125723157,13873.235697520638,11922.144228366218,10648.707828249439,10324.74254667399,11712.528663717902,9649.252088361156,18480.723261895608,17391.18861132699,169983.37054533695,311442.96621128934,
13035.012812780675,13396.051358422217,11091.085112954577,14020.07633191984,57592.79160909537,70828.05968636868,107695.03690133666,79481.8834151754,100485.19151340827,97507.87219465071,12694.173272175922,15599.243037590019,16761.27546310542,4929.67049439696,13805.453861809337,11863.895032646293,10596.680386325344,10274.297933872867,11655.303607432732,9602.107785903503,18390.430169838666,17306.218766153244,169152.86602950748,309921.31859933777,
13037.473231214015,13398.579924536392,11093.178606121755,14022.722685608886,57603.66251257186,70841.42880737783,107715.36483332852,79496.88598509076,100504.15855402633,97526.27725259648,12696.569355583237,15602.187466235166,16764.439230698747,4930.600992305086,13808.059704523117,11866.13439722911,10598.680558333548,10276.237254715063,11657.503599427659,9603.92022777331,18393.90144785249,17309.485394293562,169184.79440852857,309979.8176691982,
13101.085179960606,13463.953771471404,11147.304025703821,14091.14182641517,57884.72013488725,71187.07564081802,108240.9255877386,79884.764199459,100994.53466213992,98002.12379433165,12758.517978969188,15678.31307215861,16846.235651691994,4954.658195111952,13875.431469790565,11924.031193618268,10650.39324165044,10326.376684799543,11714.38245227965,9650.779313921445,18483.64827957363,17393.941184016334,170010.27449042446,311492.2595300061,
13258.288305145828,13625.511045632342,11281.06325298607,14260.22488343773,58579.29304855666,72041.2667715383,109539.7349261712,80843.32102237384,102206.39278361836,99178.07524595824,12911.61055652862,15866.44098513071,17048.377753332818,5014.110350547715,14041.926165488057,12067.11056015121,10778.18991490618,10450.285404145434,11854.946192291824,9766.581375184429,18705.438095795726,17602.655338290962,172050.26935316852,315229.93133325677,
9305.925489847094,24052.33727214428,16523.88773759328,10170.696479017122,21385.94754017434,24217.849812557986,41391.01639190445,101807.43553853751,34217.36683103623,71980.27258890205,145729.76733658666,14387.483965495321,12976.20824752646,14683.587710280928,13646.529602564024,12627.367573609321,28862.072728563817,12447.35072308343,34667.76727999979,16895.789093218984,22564.05089601378,39193.586310789164,69803.53368206607,412692.10031919344,
9233.390236205358,23864.8607673501,16395.09190858072,10091.420747696953,21219.254272439946,24029.08321640074,41068.39314763373,101013.89510374042,33950.65876586319,71419.2206725576,144593.87326044738,14275.34038559645,12875.064889182442,14569.136142825551,13540.161408757678,12528.943262047995,28637.106628386384,12350.329557069197,34397.54855800475,16764.0944704014,22388.17487414867,38888.090986623494,69259.44840798536,409475.36210167245,
9314.32852125949,24074.055965879772,16538.808418815726,10179.880378253405,21405.258546818433,24239.717960216978,41428.39150427898,101899.3652536184,34248.264306912686,72045.26907875112,145861.35788220042,14400.475524458401,12987.925457774563,14696.84664394752,13658.852097198826,12638.769788949712,28888.134500069456,12458.590387450102,34699.071456867445,16911.045592601273,22584.425702224824,39228.977195585445,69866.56462797968,413064.7515602132,
9468.759317561398,24473.20182213145,16813.02049413311,10348.661952736595,21760.155962653458,24641.610478629445,42115.27080802164,103588.84829932134,34816.09769573969,73239.77367972396,148279.7271286805,14639.234217293037,13203.264187364784,14940.519145424305,13885.314734964493,12848.319546436696,29367.097380146093,12665.152785366583,35274.379190945125,17191.42932946459,22958.873611943203,39879.39039204897,71024.94648940438,419913.3309679609,
9545.156263776791,24670.659358078767,16948.673263342942,10432.15823182547,21935.72378616273,24840.42678890412,42455.07013873225,104424.63590428879,35097.00498822501,73830.69534780987,149476.0948848313,14757.34819100645,13309.79230051673,15061.063981268437,13997.345847744335,12951.983853916434,29604.04041394907,12767.33924546161,35558.98404354011,17330.13522089146,23144.113068737144,40201.149932101216,71597.99823091802,423301.3245883698,
9528.652021620863,24628.002064165485,16919.367822967753,10414.120301286774,21897.795386959224,24797.475955240297,42381.66235587848,104244.07841205061,35036.31981416749,73703.0369165713,149217.64027200703,14731.831704802025,13286.778739596155,15035.022349240255,13973.14345869722,12929.5889688022,29552.85295946602,12745.263623777588,35497.500075414784,17300.1702061367,23104.095280026842,40131.6393347793,71474.20028900616,422569.4070196189,
9666.20039642058,24983.513174320782,17163.602951022305,10564.450622843322,22213.895309628097,25155.4334616157,42993.451805753866,105748.86665865012,35542.07748466138,74766.95791218274,151371.6326587887,14944.489224902518,13478.576573939148,15252.056498931408,14174.8491321992,13116.230683228512,29979.45547218723,12929.244557687938,36009.91499346901,17549.902307824654,23437.60843065661,40710.94916328621,72505.9474939156,428669.29764882254,
9679.243543536286,25017.224831894164,17186.762764511033,10578.705829441498,22243.869766255713,25189.37710088896,43051.46528508562,105891.55954402199,35590.03640610086,74867.84516792426,151575.8869048153,14964.654663599782,13496.763974360652,15272.63695542663,14193.976052291058,13133.929149987822,30019.908435309873,12946.690713565618,36058.505194336125,17573.583376732764,23469.23411213064,40765.88273360133,72603.78384130573,429247.7252091792,
9682.339970583977,25025.227937847565,17192.26087568541,10582.089997916288,22250.98566531123,25197.43527901196,43065.23761356893,105925.43465911952,35601.42179493424,74891.79567807906,151624.37661104897,14969.441913889674,13501.081640802098,15277.522730430184,14198.516759544153,13138.130744180546,30029.511918891025,12950.832409466055,36070.040448127475,17579.20523330118,23476.74200992932,40778.92389548051,72627.01006957861,429385.0431990117,
9812.92290872179,25362.73599908284,17424.127960005877,10724.807606238746,22551.07831785868,25537.265851194643,43646.046103693014,107354.02057154731,36081.56794493415,75901.83981531982,153669.29102753696,15171.330477329691,13683.166850994123,15483.566291353249,14390.008076859303,13315.320939879733,30434.5113208049,13125.496566322396,36556.50672330231,17816.290925031306,23793.36608622429,41328.89752918354,73606.50969382886,435176.03594494984,
9880.434378712598,25537.22790187411,17544.003404135008,10798.592709168908,22706.226428292044,25712.958493763745,43946.32449772054,108092.6004835292,36329.80383898878,76424.03333794343,154726.51320549715,15275.707005278417,13777.305031517182,15590.090955895379,14489.009221317998,13406.928394499773,30643.896293746366,13215.798057100863,36808.01012647543,17938.86439282689,23957.06095425212,41613.23428095958,74112.91168195682,438169.9832290261,
9967.963888210987,25763.45895068462,17699.423495372135,10894.25606635317,22907.377995687675,25940.746317501587,44335.639388149844,109050.17906136104,36651.64494316639,77101.06411367236,156097.21567546664,15411.032547674997,13899.356421708744,15728.201585661292,14617.365508263432,13525.698665246055,30915.36666730504,13332.875128536107,37134.08759923547,18097.782507261734,24169.293505370166,41981.88062236957,74769.46852534777,442051.6752922399,
10134.988571310218,26195.155294595686,17995.997663728624,11076.801838738696,23291.21742300434,26375.413314857247,45078.53394533876,110877.44005507111,37265.78534840382,78392.9809930493,158712.80380091147,15669.262097498271,14132.256101889652,15991.74566698294,14862.296255319092,13752.337280573533,31433.38914194605,13556.282764049229,37756.3118852581,18401.03163837559,24574.277776354655,42685.33524815871,76022.31684281751,449458.7588057037,
10114.011673731111,26140.937859043854,17958.75043871502,11053.875622686217,23243.010414290176,26320.822790179343,44985.23262753911,110647.95141899578,37188.65447085442,78230.72708209108,158384.3078972013,15636.830634566992,14103.00585787357,15958.646743525147,14831.535010336467,13723.873373724684,31368.32986931289,13528.22464113236,37678.16574016783,18362.946094093793,24523.415152843234,42596.98725453935,75864.96961514994,448528.4913186551,
10183.466971486148,26320.45382967611,18082.077403253632,11129.785187306838,23402.625635344437,26501.574072956446,45294.156803970545,111407.79693427749,37444.03771073054,78767.95589083293,159471.9702036724,15744.212429516836,14199.854517208594,16068.238525411045,14933.386650767407,13818.11844109001,31583.743570763327,13621.12614261938,37936.91056910093,18489.048765295724,24691.82321448657,42889.510788095846,76385.95221075864,451608.64199685404,
10158.45635483414,26255.810738803015,18037.66778249569,11102.450411093749,23345.1487367543,26436.48615037866,45182.91425803093,111134.17914684123,37352.07507406576,78574.50162277625,159080.30670393573,15705.544610132236,14164.979644158124,16028.774897242234,14896.710221228785,13784.181112658556,31506.17382903435,13587.672627694097,37843.73743564235,18443.639622002585,24631.18004388603,42784.17405791183,76198.34814883243,450499.4902066686,
