Clean Technology CAD,Consumer Products & Services CAD,Financial Services CAD,Technology CAD,Industrial Products & Services CAD,Life Sciences CAD,Oil & Gas CAD,Real Estate CAD,Mining CAD,Utilities & Pipelines CAD,Comm & Media CAD,Technology US,Health Care US,Consumer Services US,Capital Goods US,Consumer Durables US,Finance US,Consumer Non-Durables US,Public Utilities US,Basic Industries US,Energy US,Transportation US,Fixed Income ETF US,Fixed Income ETF CAD,
15014.391359400106,12690.512660434317,13481.336604396893,16496.23671957254,36793.86391330742,14998.553708458647,25413.446690033044,41800.7389683287,62715.8061234863,140050.0945490493,35367.40651934065,25345.715419881155,19779.77158990792,15471.168380493791,14688.027839771905,12800.966745443675,8919.254522434248,13323.794930737131,28436.567359826913,15760.60165635686,17472.06621143772,29251.690673156452,143803.0041817276,266911.66582834505,
15195.412909147592,12843.516283018304,13643.874824320646,16695.124191232113,37237.47045767894,15179.384310997608,25719.844824605098,42304.71108198349,63471.941496967745,141738.61355396247,35793.814928807886,25651.29694995718,20018.247117896255,15657.697078834131,14865.114576000153,12955.302061678489,9026.789835561178,13484.433743802954,28779.413857547377,15950.619917403477,17682.718806483143,29604.364734437917,145536.77027668312,270129.6959327542,
15232.494524394093,12874.858526369411,13677.170195741732,16735.865576507607,37328.34166733414,15216.42681139326,25782.60938359984,42407.9479620101,63626.833116406524,142084.5006163809,35881.16316220768,25713.894230449594,20067.0979745313,15695.90681371893,14901.390158809128,12986.917097697955,9048.81805878845,13517.34002854126,28849.644733013938,15989.544476693618,17725.870235089555,29676.60875105418,145891.92604322167,270788.8978584355,
15423.280250971147,13036.115058226125,13848.47561450514,16945.480900432165,37795.87604100576,15407.01129120181,26105.53442102067,42939.103981900145,64423.75390744771,143864.09716519457,36330.571745507594,26035.958616294305,20318.436707083136,15892.496740663955,15088.02883075506,13149.577153837306,9162.153752114638,13686.643587758328,29210.98413300935,16189.812190936795,17947.885284994634,30048.305806572283,147719.21027872933,274180.5062745217,
15508.13793739981,13107.838747730455,13924.668848505193,17038.713616250916,38003.826006589916,15491.779467081215,26249.165037718572,43175.35158694475,64778.208382674624,144655.6262204238,36530.459721008796,26179.206432334737,20430.227162988373,15979.936019665764,15171.041989986617,13221.925102952706,9212.563208304033,13761.94643455434,29371.700692100305,16278.88727638439,18046.633151647435,30213.62924428172,148531.94986598621,275689.0260606956,
15569.555327927894,13159.750154154499,13979.815174137264,17106.192596157445,38154.33381306093,15553.132072619375,26353.120472385544,43346.340356860695,65034.75165937283,145228.5106713828,36675.13250634977,26282.88480762778,20511.13766593281,16043.221887711,15231.124368308127,13274.28832933482,9249.048026443583,13816.448325239697,29488.022407780325,16343.35709095866,18118.10382855693,30333.285277395258,149120.185849419,276780.8464098713,
15598.151665461359,13183.920443500481,14005.491662961449,17137.611249233218,38224.41122921717,15581.69824583907,26401.522800661205,43425.95384315351,65154.1998819255,145495.24940753615,36742.49309861761,26331.158135252233,20548.810123722164,16072.688200560819,15259.099115452576,13298.668988999603,9266.035595687323,13841.824760950325,29542.182557136337,16373.374657032924,18151.38104178719,30388.997906691446,149394.07235919966,277289.205084222,
15886.043946005728,13427.253692490442,14263.988504220099,17453.91705850095,38929.912314042,15869.286848576001,26888.810959665116,44227.458864700566,66356.73923359659,148180.6290639641,37420.64268697359,26817.14758627915,20928.075817239616,16369.338916605844,15540.733564047372,13544.120131260599,9437.05714852647,14097.300831627936,30087.437308535144,16675.575088937825,18486.397817827452,30949.882176728872,152151.41188978872,282407.08208235353,
15757.18683553556,13318.340666802933,14148.288437628276,17312.34239547039,38614.13854250426,15740.565660627639,26670.706660318006,43868.714889667295,65818.4971321064,146978.6855370714,37117.111115175794,26599.62457294966,20758.32106982258,16236.561636102913,15414.677383637938,13434.259162103841,9360.509965374133,13982.952825493345,29843.38786197643,16540.313822590324,18336.44835187459,30698.837146245485,150917.25999163763,280116.38210083963,
15779.072393689063,13336.838849391854,14167.93935581603,17336.38794879308,38667.77070308216,15762.428133207948,26707.75028413879,43929.64526517519,65909.91411926252,147182.82797716692,37168.66401622849,26636.569469048736,20787.152830699983,16259.113010127274,15436.087221689506,13452.918346843493,9373.511016090346,14002.374104838074,29884.838103530834,16563.287085763488,18361.91631204554,30741.475543100307,151126.8728181141,280505.44287889625,
15792.54112767845,13348.222936506734,14180.03285545911,17351.18597948799,38700.776820588195,15775.882659954266,26730.547542118027,43967.14282469975,65966.17364316779,147308.46060678986,37200.390523077884,26659.305968357265,20804.896372581785,16272.991498201409,15449.2631896703,13464.401517341335,9381.512077450125,14014.326280944026,29910.34726685106,16577.42521138849,18377.589715409937,30767.715916818142,151255.87201387473,280744.87730814837,
15956.969844792326,13487.201911166683,14327.672465336036,17531.8429888917,39103.72141528467,15940.137932499925,27008.860551061138,44424.91974808274,66652.99998842561,148842.2062530268,37587.71340166924,26936.877224565083,21021.512710166317,16442.42256657866,15610.117766909927,13604.590119688703,9479.1904677112,14160.24058776525,30221.76770196389,16750.025981493975,18568.93343116281,31088.063099442217,152830.717302553,283667.9357088744,
15758.067369340091,13319.084914446865,14149.07906392316,17313.309833559048,38616.296354978935,15741.445265617494,26672.197056989076,43871.166335272705,65822.17516247394,146986.8989131335,37119.1852716483,26601.110997453517,20759.481074055446,16237.468958046808,15415.53877753165,13435.009887436636,9361.033043861313,13983.73421260124,29845.055552543814,16541.23811863443,18337.473018447206,30700.55264052433,150925.69346079024,280132.035398996,
27894.387717482467,18031.42102118154,15380.510760329149,23303.407572215903,39900.7430581021,24646.920611242822,46749.265237587424,116344.78782915448,39087.57297155739,70593.58872380725,29791.249582641703,16525.87795083944,12748.819354054453,23582.64788883843,18448.60091852521,16978.10895626485,22580.101314420644,16830.639768336638,13515.260382034809,17035.670550257233,15616.727835618181,16369.780619903,81700.15293424446,346270.5355497856,
27932.005438267486,18055.737775082067,15401.252558470514,23334.834004237626,39954.552269714,24680.15887361856,46812.3102065046,116501.68769688686,39140.28556095352,70688.78959133374,29831.425367103686,16548.164364464224,12766.012114535763,23614.450897839328,18473.480271506756,17001.005238077625,22610.55231249044,16853.337176641522,13533.48674701322,17058.644458293347,15637.788190598754,16391.85652430744,81810.33185526259,346737.5079190779,
28056.45748168208,18136.18575675074,15469.873386870466,23438.803186865276,40132.57119802442,24790.12219903774,47020.88411914517,117020.76510889619,39314.676494989995,71003.74600685459,29964.340343549295,16621.895299196774,12822.891535435945,23719.665923478817,18555.78951972201,17076.75382142432,22711.294432287068,16928.427819689827,13593.78567842767,17134.649855235206,15707.462911918203,16464.891023900298,82174.84069779147,348282.4092146323,
28404.362090253722,18361.07739215427,15661.702317833187,23729.448135659622,40630.22156898584,25097.5237220465,47603.950683940275,118471.84151462368,39802.18483940734,71884.20393629075,30335.903008049485,16828.009488116084,12981.89746351169,24013.793615613362,18785.884309622394,17288.508329554792,22992.918154910603,17138.343061419393,13762.350818504532,17347.122283544795,15902.237991401862,16669.058334423546,83193.8220073908,352601.16739460983,
28714.128986859927,18561.3161422463,15832.502735992552,23988.23224367109,41073.31892156345,25371.2275289187,48123.10080682293,119763.84921979932,40236.25194630709,72668.14503299972,30666.734536696087,17011.529197470234,13123.472974926246,24275.678684547995,18990.755838301848,17477.05005970103,23243.66995416368,17325.247147708655,13912.437649868956,17536.303234616596,16075.661597819693,16850.844584478913,84101.1013885701,356446.4982285323,
28830.750142672154,18636.702100946124,15896.805740597589,24085.659380375437,41240.136376756636,25474.271639368697,48318.55063711129,120250.26475853726,40399.66969126734,72963.28346705623,30791.28611297036,17080.62076552895,13176.773375830162,24374.273272167688,19067.885947197854,17548.032320005117,23338.073084295644,17395.612867247735,13968.942395655802,17607.526149051177,16140.952181310557,16919.283539139647,84442.67426558492,357894.18980321515,
29263.184026586598,18916.234941159688,16135.24273631299,24446.92140723752,41858.69927429869,25856.361531944858,49043.28302921777,122053.90457969853,41005.6263863586,74057.66345705553,31253.126175357254,17336.81386285579,13374.412468124785,24739.864233433556,19353.88613579441,17811.23614694837,23688.12202637932,17656.530547087154,14178.463271263889,17871.62232695429,16383.051141875256,17173.05673122357,85709.23422049718,363262.26291130786,
29537.6090824164,19093.6281060696,16286.556239475089,24676.180388965302,42251.24288386885,26098.83799829633,49503.20241704454,123198.50489209441,41390.17002659231,74752.16335871909,31546.212562940236,17499.395491290434,13499.835384678272,24971.870382091663,19535.38351757329,17978.266825140578,23910.265119341668,17822.110423041282,14311.426436559308,18039.219296251536,16536.6885492123,17334.10267372773,86513.00052852163,366668.87330236187,
29589.435597397158,19127.129673522646,16315.132535158842,24719.47706978427,42325.37666586071,26144.630865780124,49590.060444534305,123414.66826339444,41462.79297521872,74883.32306441313,31601.56336176142,17530.099827584312,13523.522116358203,25015.685878831566,19569.66018647034,18009.811386257268,23952.217929738203,17853.380993054285,14336.537181120282,18070.87080421516,16565.703725573956,17364.516988217147,86664.79572986686,367312.2283485391,
29121.115471700807,18824.399337777326,16056.908450604475,24328.235115527867,41655.48130219095,25730.832610891342,48805.184935022495,121461.35040561919,40806.5499605806,73698.12413911927,31101.396737188043,17252.64612192978,13309.48161678384,24619.755746383024,19259.9257987293,17724.765153982342,23573.119596664616,17570.810627585484,14109.628868773043,17784.85816775862,16303.513781954625,17089.684007648444,85293.12820021549,361498.6768063418,
29379.658901145354,18991.526341093944,16199.465083818975,24544.226338295906,42025.30748558346,25959.276391217965,49238.48770119016,122539.70999350486,41168.83915176427,74352.43169052727,31377.5215230247,17405.81876738327,13427.646012810372,24838.33515104019,19430.91949818734,17882.129372171825,23782.406743963307,17726.808004890325,14234.897141530912,17942.755904448873,16448.25982951861,17241.409840944725,86050.37865287643,364708.1386050151,
29576.156278039314,19118.545688792772,16307.810534893346,24708.38331879709,42306.38163664371,26132.89752596643,49567.80512819174,123359.28150929708,41444.18506133764,74849.71649026012,31587.38102797858,17522.23256721636,13517.452951286265,25004.459193528724,19560.877600317745,18001.728838140203,23941.46851377956,17845.36864868078,14330.103146409241,18062.760853496642,16558.26927250927,17356.72403908088,86625.90179774734,367147.3838259652,
29853.803317802292,19298.02160057675,16460.900587483804,24940.333996271933,42703.534042591025,26378.22087259418,50033.12436142861,124517.32040442477,41833.24357149345,75552.37041240111,31883.908499426772,17686.723042469173,13644.348439725603,25239.189292013914,19744.505915973044,18170.7205987848,24166.219755892966,18012.892573433106,14464.627412534144,18232.325553986266,16713.71051388938,17519.660798142166,87439.10500694197,370593.99072503997,
30459.379100351118,19689.476398078034,16794.805204212476,25446.241471980902,43569.76290362266,26913.2954685215,51048.03184628053,127043.1183050168,42681.81884154141,77084.92843687985,32530.66437956422,18045.49311384499,13921.120109177464,25751.158961127898,20145.017518927678,18539.30842087725,24656.424547695657,18378.278899590747,14758.03820416347,18602.163014811777,17052.74330699777,17875.04206011686,89212.78201138489,378111.3828493252,
30624.08751861004,19795.946805868996,16885.622741596904,25583.84145948151,43805.36543209605,27058.82851803479,51324.07294852792,127730.10115511894,42912.61983215396,77501.7634811075,32706.573227122055,18143.073718416457,13996.398258020252,25890.40778320164,20253.95125524611,18639.559320790762,24789.753617660994,18477.659035932335,14837.841969079494,18702.753799550686,17144.955638963485,17971.700954388267,89695.19815536348,380156.01178248983,
30775.518276089217,19893.834301064024,16969.11919322877,25710.349081597014,44021.97530381886,27192.62969322066,51577.86151410686,128361.70416889223,43124.81523300141,77884.99614862073,32868.301512261045,18232.788045235524,14065.607999825757,26018.431322178025,20354.103502351085,18731.728682092064,24912.334614262552,18569.027828636863,14911.21250289111,18795.2356464985,17229.73444642272,18060.567872857544,90138.72522504865,382035.81678205106,
30955.51200549018,20010.18540182568,17068.36480205453,25860.718656980993,44279.44227608713,27351.668536589386,51879.51985061857,129112.44057041607,43377.03507391133,78340.51442114524,33060.535095955514,18339.42434907282,14147.872129952455,26170.60274768673,20473.146534060084,18841.28309067651,25058.036921371695,18677.630664834214,14998.42223642697,18905.161481983505,17330.504289899553,18166.196929608814,90665.91067067317,384270.1918723569,
31167.280333427574,20147.07615987582,17185.130406645898,26037.633228714672,44582.36032994275,27538.782776898635,52234.43044524906,129995.70574305038,43673.77971140447,78876.44610742388,33286.704000438316,18464.8853406096,14244.658486589058,26349.637253205758,20613.204434196454,18970.17732494406,25229.46030404071,18805.405344026163,15101.02725223623,19034.492711772757,17449.063204871883,18290.472863021976,91286.16105775266,386899.00498953473,
30768.141190352944,19889.065623573508,16965.051588386683,25704.18614884693,44011.42295882882,27186.11144846384,51565.497975560735,128330.93505922482,43114.47794293595,77866.32662406542,32860.42277319038,18228.417531003583,14062.236384920147,26012.194540172757,20349.224495431532,18727.2385686442,24906.362970610884,18564.57671560922,14907.638191255515,18790.730310030922,17225.604370461555,18056.238640886575,90117.11840438755,381944.2403884564,
30698.783254075428,19844.231438186594,16926.808752729747,25646.24344460791,43912.21184788858,27124.828169314456,51449.25837237573,128041.649828726,43017.28873688985,77690.79935750928,32786.348389084604,18187.326799726266,14030.537112316366,25953.55751948978,20303.353014046967,18685.023388622045,24850.218729555403,18522.72821001071,14874.033203117931,18748.372006115584,17186.774193400266,18015.53603745927,89913.97524675787,381083.2568105882,
30323.832891376434,19601.856953385373,16720.067233737132,25333.004050009236,43375.874637940855,26793.52956128633,50820.86479965145,126477.76820362985,42491.88198442246,76741.89551476153,32385.90081699945,17965.189501200693,13859.170223420979,25636.564636588788,20055.370886754936,18456.80729814644,24546.70186217079,18296.494368654916,14692.363978701178,18519.38218506867,16976.857495265802,17795.496965696864,88815.77935568767,376428.7627162441,
30362.374377366104,19626.770845301566,16741.318380956676,25365.20220992415,43431.005223531276,26827.58404403919,50885.45794180716,126638.5210065056,42545.889018429145,76839.43419667544,32427.063184140585,17988.02319448553,13876.785180504663,25669.14862095197,20080.861193300887,18480.26583593893,24577.900634743586,18319.74914927238,14711.037922145882,18542.920255324498,16998.435022013367,17818.1149803601,88928.66390191112,376907.2023625878,
30480.196509781785,19702.933136322885,16806.28358448715,25463.632661257892,43599.54058195857,26931.689313289346,51082.92053446004,127129.9457022658,42710.98965605941,77137.61199654527,32552.89740530023,18057.826274586434,13930.634474394545,25768.758545730125,20158.7855959557,18551.979078827542,24673.27593797563,18390.839502196053,14768.12455959039,18614.87663062448,17064.397974618154,17887.258726383425,89273.75433138726,378369.8024133366,
30151.26435107868,19490.305624973553,16624.915753165995,25188.83759368008,43129.028818772116,26641.0514658431,50531.65061994795,125758.00154625504,42250.066839390405,76305.16850415888,32201.597346846545,17862.95221017287,13780.29969330821,25490.670660934964,19941.238676243986,18351.772281451573,24407.010137689496,18192.371669618977,14608.751863622914,18413.99106375688,16880.24465851474,17694.22537030706,88310.34162115981,374286.5611568065,
30403.58598448376,19653.410750304116,16764.04178944814,25399.6310307714,43489.95520885692,26863.997792180155,50954.52604150964,126810.41062583565,42603.637613479936,76943.73027490368,32471.077244810374,18012.438786477804,13895.620486723055,25703.9899958347,20108.1174464449,18505.349561131003,24611.260831549902,18344.61500116691,14731.005580393072,18568.089022920823,17021.507421326925,17842.299951700654,89049.36899278029,377418.7878977152,
30489.641339316422,19709.038439638283,16811.491309559246,25471.523019502176,43613.05067295989,26940.034574927085,51098.74948347698,127169.33917092407,42724.22441379557,77161.51445385991,32562.984497972124,18063.421812360444,13934.951128582708,25776.743452641917,20165.03215324145,18557.727738613037,24680.92139017016,18396.538230025493,14772.700724936534,18620.644780332048,17069.685681012365,17892.80141077716,89301.4173876706,378487.0470079934,
30837.220814674693,19933.719903235287,17003.14096736718,25761.896346927253,44110.23596625271,27247.148816760167,51681.271145154504,128619.05947752832,43211.27715874494,78041.14955396643,32934.19991969339,18269.343377879784,14093.808458143034,26070.596268619804,20394.911908742804,18769.284352200055,24962.28192218442,18606.257296092535,14941.108332964934,18832.918643168035,17264.278734026935,18096.777917349835,90319.44641132889,382801.7691054061,
22097.58228444175,29587.095022293906,31709.042519452352,33286.43263425438,39556.042774391186,11873.578532811,60612.87252840646,43839.48855200752,56161.23103842856,42341.027212428715,75875.9591699289,20705.281569761526,19901.68135865932,16209.44184654534,17453.23511314198,31466.55449052267,27261.20831703494,16917.382601838915,19238.59682848777,29974.75887402064,38448.402088977295,19586.71331258429,74853.83681832877,394545.3520849722,
21935.03604411357,29369.457137922618,31475.795932581517,33041.5830208899,39265.07492313604,11786.238410036181,60167.01404406356,43517.01236658988,55748.11810869751,42029.573466203314,75317.82788951955,20552.97686824354,19755.287810287417,16090.207814692487,17324.85193924144,31235.091606362832,27060.6792789846,16792.941072321075,19097.080822645716,29754.269397072465,38165.581863409476,19442.636618203655,74303.2241045784,391643.14030474843,
22076.95241279994,29559.473087699113,31679.439576078694,33255.357070248356,39519.11402469407,11862.4935915759,60556.285533322254,43798.56086091313,56108.800008976774,42301.49845560224,75805.12285497707,20685.951522899682,19883.101537274313,16194.309027924042,17436.941113396497,31437.177929241276,27235.75778488432,16901.58886354217,19220.6360498817,29946.77502401816,38412.50741101125,19568.427539221288,74783.95473686024,394177.01224282954,
22348.767719243475,29923.414499783867,32069.482387030213,33664.802853521316,40005.6802811295,12008.546691228785,61301.865131518,44337.816416643385,56799.62138610565,42822.321916682115,76738.44881018766,20940.640582654738,20127.905767330485,16393.696198252605,17651.627787696154,31824.2379723477,27571.089206998004,17109.684187136867,19457.283888779482,30315.48496540616,38885.44893291873,19809.357447876057,75704.70789127087,399030.1886855011,
22476.632141781098,30094.615890546644,32252.962116114657,33857.40991941345,40234.56552758391,12077.251413899821,61652.59263846559,44591.4871945544,57124.59012174813,43067.32206758001,77177.49393190589,21060.448661082413,20243.063930866065,16487.4897587737,17752.618375735572,32006.314579977847,27728.832195089046,17207.57414312337,19568.605210824775,30488.929516253225,39107.92497881913,19922.693094956634,76137.83865174504,401313.1675634559,
22500.962635554395,30127.192695644313,32287.87528677949,33894.05987195207,40278.11862040784,12090.324791106465,61719.330306806456,44639.75656581455,57186.426320138184,43113.941561318585,77261.03698780965,21083.24616525382,20264.97663281428,16505.33712862799,17771.835221396705,32040.96075973833,27758.84808780855,17226.200989570025,19589.787825027423,30521.933157771695,39150.25850633258,19944.259002039005,76220.25630210937,401747.580844901,
22806.519506218927,30536.311668511833,32726.335733687025,34354.33186281461,40825.084369440265,12254.508069321011,62557.46180071238,45245.95215595005,57963.00222730664,43699.41700425248,78310.22057469268,21369.550837015973,20540.169429865025,16729.47505747898,18013.171845263416,32476.06817542555,28135.805593687008,17460.12805096135,19855.811744170293,30936.412597312832,39681.90822588725,20215.096542063024,77255.30637415031,407203.2022593397,
22830.754710154157,30568.76088727642,32761.112167694966,34390.83827662873,40868.46688754421,12267.530244936406,62623.93809245857,45294.032481290546,58024.59624560014,43745.85391378003,78393.43643607492,21392.259055269016,20561.996311203115,16747.252528505935,18032.313428575646,32510.578664193083,28165.70392982984,17478.681945777913,19876.91139713524,30969.286980802866,39724.07595508114,20236.577986749653,77337.40123761888,407635.91417082376,
22848.79927210432,30592.9212756023,32787.00530725917,34418.019489850936,40900.76777255317,12277.226035210995,62673.43367614903,45329.831165366355,58070.456684069184,43780.42897627934,78455.3956327031,21409.166684853637,20578.247732628595,16760.488921239426,18046.565484668296,32536.273791585463,28187.965033147884,17492.49643256041,19892.621353447987,30993.763929750545,39755.47235693402,20252.572209883183,77398.52578410952,407958.0941250017,
23118.48958428447,30954.01747112068,33173.99884645852,34824.26431306022,41383.53015746565,12422.137322789451,63413.18449159596,45864.87093583633,58755.87736657703,44297.18075029527,79381.42504407061,21661.86463969997,20821.138135272584,16958.317325070675,18259.573784202083,32920.30788158443,28520.67490551278,17698.96491116738,20127.419129865182,31359.59137522412,40224.71652259574,20491.618579746602,78312.08068616007,412773.3294662879,
23179.38731831283,31035.555216750337,33261.38437184257,34915.99689697917,41492.5408782351,12454.859184310248,63580.224783262995,45985.68621234099,58910.6495795033,44413.86648452988,79590.52819034242,21718.92539475394,20875.984284615806,17002.988197459006,18307.67237056204,33007.02514510614,28595.80284448876,17745.5867656708,20180.437914348444,31442.19746624247,40330.67474617381,20545.596722805232,78518.36701137373,413860.63927258784,
23436.092369963862,31379.265069626395,33629.744642798185,35302.68152603341,41952.0588414586,12592.793169635595,64284.35749664482,46494.96446858812,59563.06808976973,44905.737289110024,80471.9704118067,21959.456250410356,21107.179809780297,17191.291404248354,18510.424579537914,33372.56846074103,28912.4931411472,17942.114038143634,20403.930463396562,31790.410765142617,40777.32537596239,20773.133300692352,79387.93535597296,418444.0268885696,
23762.54241709819,31816.358523573894,34098.185863734274,35794.42570702631,42536.42467216033,12768.202869293931,65179.79822129717,47142.610121398924,60392.744218299194,45531.246005461544,81592.89441736297,22265.337683834732,21401.18956767861,17430.755296121788,18768.263168031066,33837.42737898651,29315.226011444083,18192.03641773573,20688.144399591747,32233.2312203991,41345.327907308245,21062.490000524696,80493.75943405472,424272.6893696888,
23586.307218282058,31580.39209491545,33845.29623351354,35528.95589238022,42220.952736226754,12673.5073299153,64696.391416726445,46792.976352350786,59944.84066077812,45193.562938924646,80987.7596755821,22100.206523012672,21242.467372378174,17301.47987722061,18629.068104944236,33586.47166739265,29097.809263952062,18057.114947689533,20534.71051287197,31994.1730500694,41038.68975571805,20906.27977488258,79896.77644089187,421126.06555937114,
23747.324480921474,31795.982786630913,34076.34880576683,35771.50234822361,42509.183622592296,12760.025895090344,65138.05597032367,47112.419192354435,60354.06767809913,45502.087021393454,81540.64094052862,22251.078583024806,21387.48388201459,17419.59234407094,18756.24365319862,33815.757315186136,29296.452042286342,18180.385928311232,20674.895360176626,32212.588511093367,41318.849656359555,21049.00122382208,80442.2098619513,424000.97792589536,
23605.0528595022,31605.49117864755,33872.1953904825,35557.19316809791,42254.508596609696,12683.579827454181,64747.81003561035,46830.165910606185,59992.4828993713,45229.48133464775,81052.12615194703,22117.771059018138,21259.350204790557,17315.230539049713,18643.873891357896,33613.165118889774,29120.935270397502,18071.466164060443,20551.030842810495,32019.600993646207,41071.305991366375,20922.895416164654,79960.27583873937,421460.76306247624,
